age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
28,retired,married,secondary,no,-4992,no,no,cellular,29,jul,42,1,-1,0,unknown,no
38,admin.,single,tertiary,no,-2588,no,no,cellular,4,may,464,1,-1,0,unknown,yes
40,services,married,secondary,no,-3812,yes,no,telephone,22,oct,347,1,-1,0,unknown,yes
64,technician,married,tertiary,no,1243,yes,no,telephone,23,jul,247,3,-1,0,unknown,yes
19,admin.,married,primary,no,-1686,yes,no,unknown,25,jul,273,1,798,0,failure,yes
48,unknown,single,secondary,no,5424,no,no,unknown,27,jun,409,5,-1,0,unknown,yes
55,entrepreneur,single,secondary,no,39,no,yes,cellular,22,aug,477,1,-1,0,failure,yes
28,blue-collar,single,secondary,no,5763,yes,no,cellular,19,apr,360,5,-1,0,unknown,yes
50,management,married,secondary,no,-645,yes,no,cellular,21,oct,136,2,-1,0,unknown,yes
60,blue-collar,married,tertiary,no,-4501,yes,no,telephone,5,may,913,1,-1,0,unknown,yes
57,admin.,married,secondary,no,2199,no,no,cellular,6,apr,172,2,628,0,unknown,yes
47,admin.,single,secondary,no,-332,yes,no,unknown,29,aug,141,3,108,7,unknown,no
45,technician,married,secondary,no,3036,no,no,cellular,22,feb,183,1,-1,0,other,no
37,technician,single,secondary,no,-3873,yes,no,cellular,12,aug,200,1,-1,0,unknown,yes
31,technician,married,secondary,no,365,yes,no,cellular,18,apr,195,9,-1,0,unknown,yes
45,services,married,tertiary,no,3034,no,no,cellular,3,jul,151,2,-1,0,success,no
35,management,married,tertiary,no,3594,yes,no,unknown,10,oct,250,7,-1,1,failure,yes
39,admin.,single,secondary,no,-5237,no,no,cellular,8,may,262,1,-1,1,unknown,yes
35,technician,married,secondary,no,2906,yes,no,unknown,6,may,209,3,-1,0,unknown,yes
43,technician,married,secondary,no,-268,no,no,cellular,20,aug,188,5,-1,0,unknown,no
29,services,married,primary,no,528,yes,no,cellular,21,may,89,2,-1,1,failure,no
37,services,married,secondary,no,2284,no,yes,unknown,28,nov,22,1,812,0,unknown,yes
32,services,married,tertiary,no,556,yes,no,cellular,15,oct,108,2,237,0,unknown,no
45,blue-collar,married,tertiary,no,-1252,yes,yes,unknown,9,aug,200,1,-1,0,unknown,no
55,blue-collar,married,tertiary,no,5348,no,no,cellular,7,may,14,1,-1,1,unknown,no
44,technician,married,primary,no,-445,no,yes,cellular,10,jul,148,4,-1,0,unknown,yes
28,retired,single,tertiary,no,2797,yes,yes,telephone,8,feb,46,4,-1,0,unknown,no
40,unknown,married,tertiary,no,-476,no,no,cellular,9,apr,387,1,-1,0,other,yes
18,blue-collar,married,unknown,no,8091,yes,no,cellular,23,aug,87,2,-1,0,unknown,no
30,management,single,tertiary,no,4125,no,no,cellular,8,may,293,9,-1,1,failure,no
52,retired,single,secondary,no,2259,no,no,cellular,29,jan,240,1,670,0,unknown,yes
41,unemployed,married,secondary,no,1381,yes,no,cellular,4,oct,304,3,-1,0,unknown,no
49,technician,married,secondary,no,2675,no,no,unknown,16,jul,54,5,-1,1,unknown,no
24,blue-collar,single,secondary,no,213,no,yes,telephone,13,aug,29,7,808,1,unknown,no
47,admin.,married,secondary,no,-1956,no,no,cellular,21,may,577,1,-1,0,failure,yes
47,technician,single,secondary,no,-278,yes,no,cellular,19,may,230,1,-1,1,unknown,no
54,admin.,married,tertiary,no,4793,yes,no,telephone,29,nov,484,2,-1,2,unknown,yes
44,student,married,secondary,no,-5413,no,yes,unknown,12,may,326,1,24,0,unknown,yes
60,admin.,single,secondary,no,3160,yes,no,cellular,14,oct,607,6,-1,1,unknown,yes
34,blue-collar,married,tertiary,no,2446,no,yes,cellular,14,jul,189,11,-1,0,unknown,yes
29,technician,married,tertiary,no,-589,yes,no,cellular,31,may,25,7,-1,0,unknown,no
18,blue-collar,divorced,primary,no,1093,yes,no,cellular,12,jun,180,2,-1,0,unknown,no
41,unknown,divorced,primary,no,-1183,no,no,unknown,22,jul,386,3,-1,0,other,no
42,blue-collar,divorced,tertiary,no,1725,yes,no,cellular,7,mar,204,1,-1,3,unknown,yes
19,services,married,secondary,no,87,no,no,cellular,22,may,39,1,-1,0,unknown,no
31,technician,married,secondary,no,-729,no,yes,cellular,19,jul,345,5,-1,1,unknown,yes
43,management,married,tertiary,no,-102,no,no,telephone,16,may,12,1,-1,0,unknown,no
45,blue-collar,single,secondary,no,-1770,yes,no,cellular,28,aug,69,4,-1,0,unknown,no
51,blue-collar,married,secondary,no,1729,yes,no,cellular,9,aug,178,3,-1,0,unknown,yes
28,blue-collar,divorced,secondary,no,-3954,yes,no,cellular,22,dec,188,2,-1,0,unknown,yes
49,blue-collar,married,unknown,no,-1693,no,no,unknown,11,may,175,11,-1,0,failure,yes
26,admin.,married,tertiary,no,-2122,no,no,unknown,7,jul,257,2,-1,0,unknown,yes
23,technician,married,secondary,no,-736,yes,no,cellular,23,nov,363,3,-1,0,unknown,yes
31,management,married,secondary,no,-617,yes,no,cellular,7,may,113,2,336,0,unknown,no
19,unemployed,married,primary,no,-1074,no,no,cellular,5,may,66,1,-1,0,unknown,no
33,technician,divorced,tertiary,no,2574,no,yes,unknown,22,may,211,2,-1,0,unknown,yes
36,management,married,secondary,no,6002,yes,yes,telephone,14,may,127,12,-1,0,unknown,no
46,blue-collar,married,secondary,no,3917,yes,no,cellular,6,may,11,1,-1,0,unknown,no
32,admin.,divorced,primary,no,10306,no,no,cellular,25,aug,210,3,-1,0,unknown,no
47,blue-collar,single,secondary,no,858,yes,yes,cellular,18,jul,120,6,-1,0,unknown,no
45,retired,married,tertiary,no,4360,yes,no,unknown,15,may,94,6,-1,0,unknown,yes
41,technician,single,secondary,no,1104,yes,no,unknown,13,jan,79,3,-1,0,unknown,no
38,services,married,secondary,yes,1976,yes,no,cellular,31,nov,362,2,-1,0,unknown,yes
46,admin.,married,secondary,no,5376,yes,no,cellular,21,may,303,2,-1,0,failure,yes
46,retired,married,secondary,no,2376,no,no,cellular,2,may,176,4,843,0,unknown,no
37,technician,married,secondary,no,-245,no,no,telephone,28,jul,127,2,-1,1,unknown,yes
45,blue-collar,married,primary,no,-2001,no,no,cellular,23,jul,19,2,-1,0,failure,yes
33,housemaid,married,secondary,no,3856,yes,no,telephone,28,feb,220,4,-1,0,unknown,no
43,unemployed,married,secondary,no,1163,no,no,cellular,2,nov,140,1,-1,0,unknown,yes
51,admin.,married,secondary,no,3935,no,yes,cellular,6,jun,184,5,-1,1,unknown,no
25,services,single,tertiary,no,-1030,no,no,cellular,18,jul,323,9,-1,0,unknown,yes
30,student,married,tertiary,no,6176,no,no,cellular,16,aug,145,1,-1,1,failure,no
36,blue-collar,married,tertiary,no,-1937,yes,no,cellular,20,aug,60,3,-1,0,unknown,no
58,blue-collar,married,tertiary,no,2743,yes,no,cellular,16,feb,25,3,-1,0,unknown,no
28,technician,married,secondary,no,-2087,no,no,cellular,9,may,238,3,-1,0,unknown,yes
45,management,married,tertiary,no,3079,yes,no,cellular,7,nov,143,1,-1,0,unknown,no
42,blue-collar,divorced,secondary,no,1064,yes,no,cellular,12,sep,13,4,-1,1,other,no
34,management,married,tertiary,no,1502,yes,no,cellular,7,nov,28,1,-1,1,unknown,no
32,blue-collar,married,primary,no,-4620,no,no,cellular,30,dec,174,4,711,0,unknown,no
36,entrepreneur,divorced,secondary,no,-898,no,no,cellular,1,mar,11,1,-1,0,success,no
29,admin.,married,tertiary,no,-2366,no,no,cellular,10,may,549,1,-1,0,failure,yes
27,admin.,married,secondary,no,105,yes,no,unknown,20,may,942,1,656,0,unknown,yes
30,management,single,secondary,no,121,yes,no,cellular,26,aug,446,2,-1,0,unknown,yes
37,blue-collar,married,secondary,no,961,yes,no,unknown,15,mar,382,2,-1,0,failure,no
29,admin.,married,unknown,no,-918,yes,no,unknown,21,aug,170,3,838,0,unknown,yes
32,admin.,married,secondary,no,1979,yes,no,cellular,15,may,131,7,-1,0,other,no
45,blue-collar,married,primary,no,4983,no,no,unknown,30,sep,312,1,-1,0,unknown,yes
33,technician,married,tertiary,no,3612,yes,yes,cellular,7,oct,463,5,-1,0,success,yes
41,blue-collar,divorced,secondary,no,575,yes,no,cellular,21,jul,629,3,458,1,unknown,yes
27,services,married,secondary,no,1313,yes,yes,unknown,23,jul,67,2,450,0,failure,no
41,management,divorced,secondary,no,1900,no,yes,cellular,16,dec,172,2,-1,0,other,no
30,technician,divorced,secondary,no,-997,yes,no,cellular,28,feb,61,1,-1,0,unknown,no
25,blue-collar,married,secondary,no,2777,no,no,cellular,19,nov,190,5,-1,0,unknown,yes
55,blue-collar,divorced,tertiary,no,1116,yes,yes,unknown,16,may,508,3,-1,1,unknown,yes
45,blue-collar,married,secondary,no,-3691,yes,no,cellular,2,nov,111,3,-1,0,failure,no
38,technician,single,secondary,no,452,yes,yes,cellular,22,may,233,2,-1,0,unknown,no
49,management,married,secondary,no,1244,yes,no,cellular,10,jul,826,2,-1,0,unknown,yes
19,services,single,secondary,no,1147,yes,no,cellular,17,jul,1177,1,-1,0,unknown,yes
27,unknown,married,secondary,no,5405,no,no,cellular,26,may,117,2,311,0,unknown,no
23,services,married,tertiary,no,6372,yes,no,cellular,28,jul,79,3,717,0,unknown,yes
48,services,single,primary,no,20,no,no,cellular,10,aug,418,2,-1,0,failure,yes
32,management,single,tertiary,no,5535,no,no,telephone,17,aug,790,7,-1,0,success,yes
27,services,married,secondary,no,3115,no,no,cellular,23,mar,439,2,-1,0,unknown,no
45,blue-collar,married,secondary,no,1601,no,no,cellular,19,jun,120,2,232,0,unknown,no
47,technician,married,tertiary,no,1200,no,yes,cellular,24,aug,259,1,-1,0,unknown,yes
41,blue-collar,single,secondary,no,-6628,yes,no,unknown,4,feb,118,1,-1,0,failure,no
40,management,single,secondary,no,130,no,yes,cellular,22,may,213,2,452,0,unknown,no
38,technician,married,primary,no,7746,yes,no,telephone,1,dec,0,6,-1,0,unknown,no
51,blue-collar,married,secondary,no,26,no,no,cellular,23,jul,413,1,410,0,unknown,yes
40,blue-collar,single,secondary,no,1751,no,no,cellular,27,aug,83,7,-1,0,unknown,no
57,management,divorced,secondary,no,-42,yes,no,cellular,24,may,224,5,29,0,unknown,yes
50,blue-collar,single,secondary,no,-991,no,no,cellular,7,jul,354,1,-1,0,unknown,yes
45,technician,married,tertiary,no,90,no,no,cellular,26,aug,240,5,-1,1,unknown,yes
28,management,married,secondary,no,1469,yes,no,cellular,7,jul,120,9,750,0,unknown,yes
43,blue-collar,married,secondary,no,-2783,yes,no,cellular,27,dec,573,1,-1,0,unknown,yes
50,admin.,married,secondary,no,656,yes,no,unknown,5,may,85,3,-1,0,failure,no
48,admin.,married,primary,no,4562,no,no,cellular,6,may,10,2,603,0,unknown,no
39,services,married,primary,no,6261,yes,no,cellular,26,oct,8,1,-1,0,unknown,yes
27,blue-collar,single,secondary,no,1713,yes,yes,cellular,21,dec,377,3,-1,1,unknown,no
18,services,single,primary,no,1041,no,no,unknown,27,jun,591,2,544,0,unknown,yes
19,management,single,secondary,no,-607,no,yes,telephone,29,oct,73,1,-1,0,unknown,no
53,blue-collar,married,tertiary,no,767,no,no,cellular,17,dec,389,4,-1,1,unknown,yes
37,technician,married,secondary,no,255,yes,no,cellular,5,jul,22,9,714,0,unknown,no
45,unemployed,divorced,tertiary,no,2799,yes,no,cellular,29,apr,336,4,-1,0,unknown,yes
50,technician,divorced,primary,no,6074,yes,yes,cellular,27,may,459,1,-1,0,failure,yes
50,services,married,secondary,no,-82,no,no,telephone,2,jun,18,1,-1,0,unknown,yes
24,blue-collar,married,tertiary,no,2558,yes,no,cellular,26,jul,90,5,-1,0,unknown,yes
34,technician,single,primary,no,5999,yes,no,telephone,11,feb,182,1,-1,0,unknown,yes
37,technician,single,secondary,no,792,yes,no,cellular,14,jul,294,10,-1,0,unknown,yes
40,entrepreneur,married,secondary,no,-2650,no,no,telephone,17,sep,57,2,-1,0,unknown,no
46,blue-collar,married,secondary,no,3549,no,no,cellular,24,may,126,1,-1,1,unknown,no
42,self-employed,married,secondary,no,-753,yes,no,telephone,13,may,23,5,-1,0,unknown,no
31,services,married,secondary,no,6135,yes,no,cellular,19,may,144,5,322,0,success,no
40,management,married,tertiary,no,1315,no,no,cellular,10,nov,52,4,-1,0,unknown,no
18,blue-collar,divorced,secondary,no,2488,yes,no,cellular,1,oct,210,2,-1,0,success,yes
33,blue-collar,single,secondary,no,1930,no,no,telephone,6,may,331,2,-1,0,unknown,yes
54,admin.,married,secondary,no,3715,yes,no,cellular,7,may,178,1,-1,1,unknown,no
37,admin.,married,secondary,no,-166,no,no,cellular,12,may,337,7,-1,0,unknown,yes
25,admin.,single,primary,no,-4796,yes,no,cellular,22,may,184,2,268,0,unknown,no
35,technician,single,tertiary,no,-4572,yes,no,unknown,31,jun,115,2,-1,0,unknown,yes
37,blue-collar,divorced,tertiary,no,3475,no,no,cellular,30,jul,17,2,-1,0,unknown,no
31,student,married,secondary,no,1450,yes,no,cellular,17,jun,192,2,-1,1,unknown,yes
19,blue-collar,married,primary,no,-657,no,no,cellular,3,jul,1125,6,-1,1,unknown,yes
32,management,divorced,tertiary,no,3994,no,no,cellular,30,dec,683,9,-1,0,unknown,yes
40,technician,single,secondary,no,-1000,no,no,unknown,4,aug,451,4,615,0,unknown,yes
21,management,married,secondary,no,87,no,no,cellular,13,may,147,2,-1,0,success,yes
47,entrepreneur,married,secondary,no,4566,yes,no,cellular,29,may,102,3,-1,0,success,no
34,blue-collar,married,unknown,no,1651,no,no,unknown,18,nov,173,1,-1,0,unknown,yes
43,services,divorced,unknown,no,3568,yes,no,telephone,7,nov,90,8,-1,0,unknown,no
45,services,married,secondary,no,-279,no,no,cellular,22,may,166,5,354,0,unknown,yes
39,blue-collar,divorced,primary,no,612,no,no,cellular,30,may,140,1,-1,1,unknown,yes
43,blue-collar,married,primary,no,-578,yes,no,cellular,11,aug,49,1,641,0,other,no
50,self-employed,single,primary,no,4305,yes,no,cellular,23,jun,499,11,-1,0,other,yes
31,self-employed,single,secondary,no,-1238,no,no,cellular,24,aug,58,1,-1,1,unknown,no
50,management,married,tertiary,no,2882,yes,yes,cellular,14,may,63,5,-1,0,failure,no
42,admin.,single,secondary,no,-4053,no,no,cellular,26,aug,244,2,-1,0,unknown,no
36,blue-collar,married,secondary,no,-2641,yes,no,cellular,21,dec,72,1,-1,2,failure,no
57,admin.,single,secondary,no,281,no,no,cellular,17,feb,238,1,-1,0,failure,no
35,housemaid,married,tertiary,no,238,yes,no,unknown,17,may,135,2,-1,1,unknown,no
43,management,single,secondary,no,1955,no,no,cellular,19,jun,195,2,-1,0,unknown,no
40,blue-collar,married,secondary,no,5849,yes,no,cellular,5,jun,78,1,-1,0,unknown,no
49,services,married,secondary,no,1199,yes,no,unknown,22,aug,5,1,-1,0,failure,no
38,management,married,primary,no,3274,no,no,telephone,16,jul,124,3,-1,0,unknown,yes
43,technician,married,secondary,no,5658,no,no,cellular,15,may,395,3,-1,1,unknown,yes
38,blue-collar,married,secondary,no,2261,yes,no,cellular,17,aug,33,6,-1,0,other,no
64,blue-collar,divorced,secondary,no,-50,yes,no,cellular,16,feb,130,4,-1,0,unknown,no
26,services,divorced,tertiary,no,1611,no,no,cellular,3,jul,93,1,-1,0,unknown,no
55,self-employed,single,secondary,no,-1251,yes,no,cellular,23,nov,209,1,623,1,success,no
53,student,married,secondary,no,169,no,no,cellular,28,jul,318,1,-1,0,success,no
37,services,married,tertiary,no,23,no,no,cellular,10,may,2,2,-1,0,unknown,no
33,management,divorced,secondary,no,3986,no,yes,cellular,13,may,599,2,-1,0,unknown,yes
39,blue-collar,married,secondary,no,8349,yes,no,cellular,15,dec,170,5,-1,0,unknown,no
38,blue-collar,single,tertiary,no,4491,yes,yes,cellular,11,jul,486,4,-1,0,unknown,yes
18,blue-collar,married,secondary,no,942,yes,no,unknown,22,apr,81,7,-1,0,unknown,no
57,technician,married,secondary,no,-1291,yes,no,cellular,29,feb,601,5,778,0,unknown,yes
50,admin.,married,secondary,no,4289,yes,no,unknown,15,may,434,2,-1,0,failure,no
31,management,divorced,secondary,no,4336,yes,no,cellular,1,may,710,11,-1,0,unknown,yes
38,management,divorced,secondary,no,-3115,yes,no,unknown,10,may,1171,7,826,1,unknown,yes
32,management,married,primary,no,804,no,yes,cellular,7,nov,69,2,-1,0,unknown,no
42,blue-collar,married,secondary,no,5048,yes,no,cellular,22,may,100,2,742,0,failure,no
39,technician,married,secondary,no,1541,yes,no,cellular,19,sep,347,1,-1,0,unknown,yes
51,blue-collar,married,tertiary,no,1433,yes,yes,unknown,21,may,268,2,-1,0,unknown,yes
49,technician,married,tertiary,no,-54,no,no,cellular,8,jul,68,2,-1,0,unknown,no
32,technician,divorced,primary,no,4272,no,no,cellular,23,feb,24,2,-1,0,unknown,no
52,blue-collar,married,secondary,no,-2789,no,no,cellular,14,may,277,3,-1,0,unknown,yes
49,management,single,unknown,no,521,yes,no,unknown,17,jul,294,3,361,0,unknown,yes
49,admin.,married,primary,no,-44,no,no,telephone,20,aug,85,1,381,0,unknown,yes
41,admin.,married,secondary,no,6468,no,yes,cellular,24,aug,63,1,-1,1,unknown,yes
33,technician,married,primary,no,1796,yes,no,cellular,31,oct,44,5,257,0,unknown,no
42,entrepreneur,married,tertiary,no,-1093,no,no,telephone,26,nov,227,4,371,0,unknown,no
45,management,married,secondary,no,1808,yes,no,cellular,11,jul,60,4,-1,0,failure,yes
27,blue-collar,married,tertiary,no,-3974,no,no,cellular,29,may,1219,8,-1,0,unknown,yes
29,retired,married,secondary,no,-999,yes,no,cellular,7,sep,416,13,-1,0,unknown,yes
47,admin.,married,secondary,no,260,yes,no,telephone,23,aug,342,7,525,0,unknown,yes
44,management,single,secondary,no,5746,no,no,telephone,7,jul,113,18,-1,1,unknown,no
35,admin.,married,tertiary,no,-486,no,no,cellular,27,dec,144,1,841,0,success,yes
33,unemployed,divorced,secondary,no,-1830,yes,no,unknown,28,may,180,3,-1,0,failure,yes
24,blue-collar,married,tertiary,no,1991,yes,no,cellular,25,may,382,3,-1,0,success,yes
45,unknown,single,secondary,no,527,no,no,cellular,7,may,31,5,-1,0,unknown,no
67,blue-collar,married,secondary,no,-261,yes,no,unknown,8,dec,72,6,-1,0,unknown,yes
51,blue-collar,single,unknown,no,1280,no,no,unknown,11,jul,75,1,-1,1,unknown,no
40,unemployed,married,primary,no,4384,no,no,unknown,29,jul,51,2,-1,0,unknown,no
42,self-employed,divorced,secondary,no,-2164,yes,no,cellular,16,apr,3,5,-1,0,unknown,no
40,management,divorced,primary,no,140,no,no,telephone,9,aug,119,3,-1,0,unknown,no
46,technician,single,secondary,no,-1212,yes,no,cellular,7,may,336,1,-1,0,unknown,yes
28,admin.,married,secondary,no,4030,no,no,cellular,1,sep,134,1,-1,0,unknown,yes
49,entrepreneur,married,secondary,no,4708,yes,no,unknown,30,jul,181,4,-1,0,unknown,yes
47,technician,divorced,secondary,no,206,no,no,cellular,26,may,632,13,699,0,failure,yes
22,unemployed,married,tertiary,no,3634,no,no,cellular,25,may,809,1,-1,1,unknown,yes
22,blue-collar,married,primary,no,-3610,no,yes,unknown,18,jul,190,1,-1,0,unknown,yes
27,blue-collar,married,tertiary,no,-637,yes,no,unknown,21,sep,246,1,-1,0,unknown,no
32,housemaid,married,secondary,no,1522,no,no,cellular,22,may,110,6,801,0,unknown,no
43,services,single,secondary,no,1544,yes,no,cellular,2,may,716,1,-1,0,unknown,yes
40,technician,married,secondary,no,3111,no,no,cellular,19,oct,461,6,-1,0,unknown,yes
31,services,divorced,secondary,no,2465,yes,no,cellular,16,jul,82,6,104,0,unknown,no
65,blue-collar,married,secondary,no,4501,no,no,unknown,8,feb,11,2,-1,0,unknown,no
50,blue-collar,married,secondary,no,565,yes,yes,cellular,10,may,104,3,598,0,unknown,no
30,services,married,tertiary,no,3062,no,no,unknown,4,dec,226,2,-1,0,unknown,no
39,unemployed,married,tertiary,no,4336,no,no,cellular,26,jul,186,2,-1,2,failure,yes
46,services,married,secondary,no,1891,yes,no,cellular,22,apr,527,1,-1,0,success,yes
47,technician,married,tertiary,no,5081,yes,no,telephone,17,jul,180,1,-1,0,unknown,no
40,services,single,secondary,no,-407,no,yes,cellular,8,may,508,2,-1,0,unknown,yes
51,management,single,primary,no,5913,no,no,telephone,16,jun,970,2,-1,0,unknown,yes
49,technician,single,secondary,no,876,yes,no,unknown,9,nov,112,2,-1,0,unknown,no
25,blue-collar,married,secondary,no,4977,no,no,cellular,16,may,205,2,795,0,unknown,no
41,management,married,secondary,no,2147,yes,no,cellular,24,may,12,1,53,0,unknown,no
37,services,divorced,secondary,no,2831,yes,no,cellular,30,nov,398,1,-1,1,unknown,yes
49,management,married,secondary,no,-5345,yes,no,cellular,10,sep,848,1,-1,1,unknown,yes
56,technician,married,tertiary,no,141,no,no,telephone,24,aug,308,2,-1,0,unknown,yes
35,services,single,unknown,no,-359,no,no,telephone,19,dec,217,3,-1,0,unknown,yes
35,housemaid,single,secondary,no,-537,no,no,telephone,27,jul,142,2,-1,0,unknown,no
51,unknown,married,unknown,no,-1176,yes,no,cellular,17,oct,1287,3,-1,0,unknown,yes
44,technician,divorced,secondary,no,5896,no,no,cellular,12,oct,327,6,297,0,unknown,yes
58,services,married,tertiary,no,1859,yes,no,cellular,22,jan,6,8,-1,0,unknown,yes
53,technician,single,secondary,no,1156,yes,no,unknown,20,may,192,2,-1,1,unknown,no
28,blue-collar,single,tertiary,no,4123,no,no,cellular,8,jul,181,2,-1,0,unknown,yes
36,technician,married,secondary,no,-905,yes,yes,cellular,22,may,880,1,-1,0,unknown,yes
44,retired,married,secondary,no,5961,no,yes,cellular,9,sep,251,1,-1,0,unknown,yes
